1	2
I can't save anyone.	Ich kann niemanden retten.
I can't say exactly.	Ich kann’s nicht genau sagen.
I can't say exactly.	Ich kann es nicht genau sagen.
I can't see a thing.	Ich kann überhaupt nichts sehen.
I can't see anybody.	Ich kann niemanden sehen.
I can't see you now.	Ich kann dich jetzt nicht sehen.
I can't stop crying.	Ich kann nicht aufhören zu weinen.
I can't swim at all.	Ich kann überhaupt nicht schwimmen.
I can't swim either.	Ich kann auch nicht schwimmen.
I can't talk to Tom.	Ich kann nicht mit Tom reden.
I cannot follow you.	Ich kann dir nicht folgen.
I caught three fish.	Ich habe drei Fische gefangen.
I certainly hope so.	Das will ich hoffen!
I cleaned the house.	Ich putzte das Haus.
I cleared the table.	Ich räumte den Tisch ab.
I collect postcards.	Ich sammle Postkarten.
I come home at 2:30.	Ich komme um 2:30 Uhr nach Hause.
I completely forgot.	Ich habe es komplett vergessen.
I completely forgot.	Ich habe es vollständig vergessen.
I continued digging.	Ich fuhr mit dem Graben fort.
I continued reading.	Ich las weiter.
I continued singing.	Ich sang weiter.
I continued singing.	Ich fuhr fort zu singen.
I continued working.	Ich arbeitete weiter.
I cooked him dinner.	Ich bereitete ihm das Abendessen zu.
I could barely move.	Ich konnte mich kaum rühren.
I could barely move.	Ich konnte mich kaum bewegen.
I could do it again.	Ich könnte es wieder tun.
I could eat a horse.	Ich könnte ein Pferd essen.
I could have helped.	Ich hätte helfen können.
I could lose my job.	Ich könnte meinen Job verlieren.
I could not get out.	Ich konnte nicht heraus.
I couldn't call you.	Ich konnte dich nicht anrufen.
I couldn't call you.	Ich konnte Sie nicht anrufen.
I couldn't call you.	Ich konnte euch nicht anrufen.
I couldn't hear Tom.	Ich konnte Tom nicht hören.
I couldn't stand it.	Ich konnte es nicht aushalten.
I couldn't stand it.	Ich konnte es nicht ertragen.
I couldn't stop Tom.	Ich konnte Tom nicht bremsen.
I counted up to 200.	Ich zählte bis 200.
I counted up to 200.	Ich habe bis zweihundert gezählt.
I cried all morning.	Ich habe den ganzen Morgen geweint.
I did it on purpose.	Das habe ich mit Absicht getan.
I did it on purpose.	Ich habe es mit Absicht getan.
I did no such thing.	Ich habe das nicht getan.
I did no such thing.	Ich habe so etwas nicht gemacht.
I didn't expect you.	Ich habe dich gar nicht erwartet.
I didn't forget you.	Ich habe dich nicht vergessen.
I didn't have a job.	Ich hatte keine Arbeit.
I didn't hit anyone.	Ich habe niemanden geschlagen.
I didn't lie to Tom.	Ich habe Tom nicht angelogen.
I didn't lie to you.	Ich habe dich nicht angelogen.
I didn't lie to you.	Ich habe Sie nicht belogen.
I didn't look at it.	Ich habe es mir nicht angesehen.
I didn't notice Tom.	Ich habe Tom nicht bemerkt.
I didn't order fish.	Ich habe keinen Fisch bestellt.
I didn't order them.	Ich habe sie nicht bestellt.
I didn't order this.	Ich habe das nicht bestellt.
I didn't poison Tom.	Ich habe Tom nicht vergiftet.
I didn't see anyone.	Ich hab keinen gesehen.
I didn't sit by Tom.	Ich saß nicht neben Tom.
I didn't write back.	Ich habe nicht zurückgeschrieben.
I didn't write that.	Ich habe das nicht geschrieben.
I didn't write that.	Das habe ich nicht geschrieben.
I didn't write this.	Ich habe das nicht geschrieben.
I disagree with you.	Ich bin nicht Ihrer Meinung.
I disagree with you.	Ich bin nicht deiner Meinung.
I disagree with you.	Ich bin nicht eurer Meinung.
I disagree with you.	Ich bin mit dir nicht einverstanden.
I do agree with Tom.	Ich stimme Tom schon zu.
I do like ice cream.	Ich mag wirklich Eiscreme.
I do not deserve it.	Ich verdiene es nicht.
I do not like music.	Ich mag keine Musik.
I do not read books.	Ich lese keine Bücher.
I do not understand.	Ich verstehe nicht.
I do that sometimes.	Ich tu das manchmal.
I do the best I can.	Ich tue mein Bestes.
I don't believe you.	Ich glaube dir nicht.
I don't believe you.	Ich glaube Ihnen nicht.
I don't belong here.	Ich gehöre nicht hierher.
I don't charge much.	Ich verlange nicht viel.
I don't charge much.	Ich verlange nicht viel Geld.
I don't drink a lot.	Ich trinke nicht viel.
I don't drive often.	Ich fahre nicht oft.
I don't expect help.	Ich erwarte keine Hilfe.
I don't go out much.	Ich gehe nicht oft aus.
I don't hate anyone.	Ich hasse niemanden.
I don't have a cold.	Ich habe keine Erkältung.
I don't have a cold.	Ich bin nicht erkältet.
I don't have a date.	Ich habe kein Date.
I don't have a date.	Ich habe keine Verabredung.
I don't have a home.	Ich habe kein Zuhause.
I don't have a plan.	Ich habe keinen Plan.
I don't have a wife.	Ich habe keine Frau.
I don't have enough.	Ich habe nicht genug.
I don't know either.	Ich weiß es auch nicht.
I don't like French.	Ich mag Französisch nicht.
I don't like apples.	Äpfel mag ich nicht.
I don't like cheese.	Ich mag keinen Käse.
I don't like coffee.	Ich mag keinen Kaffee.
I don't like flying.	Ich fliege nicht gern.
I don't like losing.	Ich verliere nicht gern.
I don't like movies.	Ich mag keine Filme.
I don't like my dog.	Ich mag meinen Hund nicht.
I don't like my job.	Ich mag meine Arbeit nicht.
I don't like onions.	Ich mag keine Zwiebeln.
I don't like school.	Ich mag die Schule nicht.
I don't like soccer.	Fußball gefällt mir nicht.
I don't like spring.	Ich mag den Frühling nicht.
I don't like summer.	Ich mag den Sommer nicht.
I don't like to fly.	Ich fliege nicht gern.
I don't like to run.	Ich laufe nicht gern.
I don't mince words.	Ich nehme mir kein Blatt vor den Mund.
I don't mince words.	Ich sage, was ich denke.
I don't need an SUV.	Ich brauche keinen Geländewagen.
I don't need anyone.	Ich brauche niemanden.
I don't need it now.	Im Moment brauche ich das nicht.
I don't play tennis.	Ich spiele kein Tennis.
I don't quite agree.	Ich stimme nicht ganz zu.
I don't really care.	Es ist mir wirklich egal.
I don't really know.	Ich weiß nicht so recht.
I don't really know.	Ich weiß eigentlich nicht.
I don't remember it.	Ich erinnere mich nicht daran.
I don't see why not.	Ich verstehe nicht, warum nicht.
I don't sleep a lot.	Ich schlafe nicht viel.
I don't trust banks.	Ich vertraue keinen Banken.
I don't usually win.	Für gewöhnlich gewinne ich nicht.
I don't want cereal.	Ich will kein Müsli.
I don't want dinner.	Ich will kein Abendessen.
I don't want it now.	Ich möchte es jetzt nicht.
I don't want to cry.	Ich will nicht weinen.
I don't want to die.	Ich will nicht sterben.
I don't want to lie.	Ich will nicht lügen.
I don't want to run.	Ich will nicht rennen.
I dream every night.	Ich träume jede Nacht.
I dreamed about you.	Ich habe von dir geträumt.
I drive a black car.	Ich fahre ein schwarzes Auto.
I drove to the mall.	Ich bin zum Einkaufszentrum gefahren.
I eat a lot of rice.	Ich esse viel Reis.
I eat with my hands.	Ich esse mit meinen Händen.
I enjoyed the movie.	Der Film hat mir gefallen.
I feel a lot better.	Ich fühle mich viel besser.
I feel better today.	Ich fühle mich heute besser.
I feel like a drink.	Mir ist nach einem Getränk.
I feel like dancing.	Ich habe Lust zu tanzen.
I feel somewhat sad.	Ich fühle mich etwas traurig.
I feel the same way.	Ich empfinde genauso.
I felt out of place.	Ich fühlte mich deplatziert.
I felt out of place.	Ich fühlte mich fehl am Platz.
I felt the same way.	Ich hatte das gleiche Gefühl.
I find swimming fun.	Schwimmen macht mir Spaß.
I folded the towels.	Ich legte die Handtücher zusammen.
I folded the towels.	Ich habe die Handtücher zusammengelegt.
I forgot about that.	Das habe ich vergessen.
I forgot to ask Tom.	Ich habe vergessen, Tom zu fragen.
I forgot to ask Tom.	Ich vergaß, Tom zu fragen.
I forgot to ask him.	Ich habe vergessen, ihn zu fragen.
I found Tom's diary.	Ich habe Toms Tagebuch gefunden.
I found Tom's diary.	Ich habe Toms Terminkalender gefunden.
I gave Tom a chance.	Ich gab Tom eine Chance.
I gave Tom a cookie.	Ich gab Tom einen Keks.
I gave Tom a cookie.	Ich gab Tom ein Keks.
I gave Tom a cookie.	Ich habe Tom ein Keks gegeben.
I gave Tom a cookie.	Ich habe Tom einen Keks gegeben.
I gave him the book.	Ich gab ihm das Buch.
I get paid tomorrow.	Ich werde morgen bezahlt.
I get up very early.	Ich stehe sehr früh auf.
I give you my heart.	Ich gebe dir mein Herz.
I give you my heart.	Ich gebe Ihnen mein Herz.
I go to work by bus.	Ich fahre mit dem Bus zur Arbeit.
I go where I please.	Ich gehe, wohin ich will.
I got Tom's message.	Ich habe Toms Nachricht bekommen.
I got Tom's message.	Ich habe Thomas seine Nachricht bekommen.
I got a raise today.	Ich habe heute eine Gehaltserhöhung bekommen.
I got a raise today.	Ich habe heute eine Gehaltserhöhung gekriegt.
I got a weird email.	Ich bekam eine seltsame E-Mail.
I got a weird email.	Ich habe eine seltsame E-Mail bekommen.
I got dumped, again.	Mir ist schon wieder der Laufpass gegeben worden.
I got even with him.	Ich habe es ihm heimgezahlt.
I got even with him.	Ich habe mit ihm abgerechnet.
I got hit by a ball.	Tom wurde von einem Ball getroffen.
I got home at seven.	Ich kam um sieben nach Hause.
I got off the train.	Ich stieg aus dem Zug aus.
I got pretty scared.	Ich hab’s ganz schön mit der Angst zu tun bekommen.
I got up about five.	Ich stand etwa um fünf auf.
I got up about five.	Ich bin so gegen fünf aufgestanden.
I got what I wanted.	Ich habe bekommen, was ich wollte.
I got you a present.	Ich habe dir ein Geschenk mitgebracht.
I got you something.	Ich habe dir etwas gekauft.
I got your messages.	Ich habe deine Nachrichten empfangen.
I got your messages.	Ich habe Ihre Nachrichten empfangen.
I grew up in Boston.	Ich bin in Boston aufgewachsen.
I guess I'm spoiled.	Ich bin wohl verwöhnt.
I guess Tom is sick.	Ich glaube, dass Tom krank ist.
I guess that's good.	Das ist wohl gut.
I had a close shave.	Das war knapp.
I had a great night.	Ich hatte eine großartige Nacht.
I had a premonition.	Ich hatte eine Vorahnung.
I had a sore throat.	Ich hatte Halsschmerzen.
I had little choice.	Ich hatte kaum eine Wahl.
I had my car stolen.	Mir wurde das Auto gestohlen.
I had one last hope.	Eine letzte Hoffnung hatte ich noch.
I had to arrest Tom.	Ich musste Tom festnehmen.
I had to go to work.	Ich musste zur Arbeit.
I hate being a boss.	Ich hasse es, den Chef raushängen zu lassen.
I hate eating alone.	Ich hasse es, allein zu essen.
I hate living alone.	Ich hass es, allein zu leben.
I hate living alone.	Allein zu leben, ist mir verhasst.
I hate losing money.	Ich hasse es, Geld zu verlieren.
I hate that so much.	Ich kann das absolut nicht leiden!
I hate this village.	Ich hasse dieses Dorf.
I hate to eat alone.	Ich hasse es, allein zu essen.
I have a beer belly.	Ich habe einen Bierbauch.
I have a big family.	Ich habe eine große Familie.
I have a boring job.	Ich habe eine langweilige Arbeit.
I have a dictionary.	Ich habe ein Wörterbuch.
I have a dictionary.	Ich besitze ein Wörterbuch.
I have a disability.	Ich habe eine Behinderung.
I have a family now.	Ich habe jetzt eine Familie.
I have a girlfriend.	Ich habe eine Freundin.
I have a high fever.	Ich habe hohes Fieber.
I have a lawyer now.	Ich habe jetzt einen Anwalt.
I have a long beard.	Ich habe einen langen Bart.
I have a runny nose.	Ich habe eine laufende Nase.
I have a spare room.	Ich habe ein Gästezimmer.
I have a suggestion.	Ich habe einen Vorschlag.
I have another idea.	Ich habe eine andere Idee.
I have appendicitis.	Ich hab eine Blinddarmentzündung.
I have bad eyesight.	Ich sehe schlecht.
I have bad eyesight.	Ich habe schlechte Augen.
I have been to Rome.	Ich war schon mal in Rom.
I have but one wish.	Ich habe nur einen Wunsch.
I have chapped lips.	Meine Lippen sind gesprungen.
I have enough money.	Ich habe genug Geld.
I have faith in you.	Ich glaube an dich.
I have hunger pangs.	Ich habe bohrenden Hunger.
I have lost the key.	Ich habe den Schlüssel verloren.
I have lots of time.	Ich habe jede Menge Zeit.
I have many enemies.	Ich habe viele Feinde.
I have many friends.	Ich habe viele Freunde.
I have no allergies.	Ich habe keine Allergien.
I have no free time.	Ich habe keine Freizeit.
I have no neighbors.	Ich habe keine Nachbarn.
I have no objection.	Ich habe nichts einzuwenden.
I have no opponents.	Ich habe keine Gegner.
I have nothing else.	Ich habe sonst nichts.
I have one of those.	Ich habe einen von denen.
I have one question.	Ich habe eine Frage.
I have one question.	Eine Frage habe ich.
I have only one dog.	Ich habe nur einen Hund.
I have tennis elbow.	Ich habe einen Tennisarm.
I have things to do.	Ich bin beschäftigt.
I have things to do.	Ich habe Dinge zu tun.
I have three nieces.	Ich habe drei Nichten.
I have to change it.	Ich muss es ändern.
I have to do it now.	Ich muss es jetzt tun.
I have to go to bed.	Ich muss ins Bett gehen.
I have to go to bed.	Ich muss zu Bett gehen.
I have to have that.	Ich muss das haben.
I have to leave now.	Ich muss jetzt gehen.
I have to leave now.	Ich muss nun weggehen.
I have to leave now.	Ich muss jetzt los.
I have to leave you.	Ich muss dich verlassen.
I have to repair it.	Ich muss es reparieren.
I have to repair it.	Ich muss sie reparieren.
I have to repair it.	Ich muss ihn reparieren.
I have to sleep now.	Ich muss jetzt schlafen.
I have to stay home.	Ich muss zu Hause bleiben.
I have to stop this.	Ich muss damit aufhören.
I have to study now.	Ich muss jetzt lernen.
I have to thank him.	Ich muss mich bei ihm bedanken.
I have to visit Tom.	Ich muss Tom besuchen.
I have two brothers.	Ich habe zwei Brüder.
I have two children.	Ich habe zwei Kinder.
I have weird dreams.	Ich habe seltsame Träume.
I have work for Tom.	Ich habe Arbeit für Tom.
I have you to thank.	Ich muss dir danken.
I haven't eaten yet.	Ich habe noch nicht gegessen.
I haven't forgotten.	Ich habe es nicht vergessen.
I haven't had lunch.	Ich habe noch nicht zu Mittag gegessen.
I hear with my ears.	Ich höre mit meinen Ohren.
I heard Tom is sick.	Ich hörte, dass Tom krank ist.
I heard Tom's voice.	Ich hörte Toms Stimme.
I heard Tom's voice.	Ich habe Toms Stimme gehört.
I heard her singing.	Ich hörte sie singen.
I heard her singing.	Ich habe sie singen hören.
I heard her singing.	Ich habe sie singen gehört.
I heard that happen.	Ich habe gehört, wie es geschah.
I heard you singing.	Ich habe dich singen gehört.
I heard you singing.	Ich habe euch singen gehört.
I heard you singing.	Ich habe Sie singen gehört.
I heard you talking.	Ich habe euch sprechen gehört.
I heard you talking.	Ich habe Sie sprechen gehört.
I heard you talking.	Ich habe dich sprechen gehört.
I heard you whisper.	Ich habe dich flüstern hören.
I heard you whisper.	Ich habe euch flüstern hören.
I heard you whisper.	Ich habe Sie flüstern hören.
I hid behind a tree.	Ich versteckte mich hinter einem Baum.
I highly doubt that.	Das wage ich zu bezweifeln.
I highly doubt that.	Daran habe ich starke Zweifel.
I hope Tom is alive.	Ich hoffe, Tom lebt.
I hope Tom is right.	Ich hoffe, Tom hat recht.
I hope Tom is tough.	Ich hoffe, Tom ist hart im Nehmen.
I hope Tom likes me.	Ich hoffe, Tom mag mich.
I hope Tom says yes.	Ich hoffe, dass Tom ja sagt.
I hope Tom says yes.	Ich hoffe, Tom sagt ja.
I hope he isn't ill.	Ich hoffe, dass er nicht krank ist.
I hope he will come.	Ich hoffe, er kommt.
I hope it's not Tom.	Ich hoffe, dass es nicht Tom ist.
I hope that you die.	Ich hoffe, du stirbst.
I hope you can come.	Ich hoffe, dass du kommen kannst.
I hope you can come.	Ich hoffe, dass ihr kommen könnt.
I hope you can come.	Ich hoffe, dass Sie kommen können.
I hope you have fun.	Ich hoffe, du amüsierst dich gut.
I hope you're right.	Ich hoffe, dass du recht hast.
I hung up the phone.	Ich habe aufgelegt.
I just don't get it.	Das will einfach nicht in meinen Kopf.
I just don't get it.	Ich verstehe es einfach nicht.
I just got promoted.	Ich wurde gerade befördert.
I just had it fixed.	Ich hatte es gerade reparieren lassen.
I just had to do it.	Ich musste es einfach tun.
I just picked it up.	Ich habe es gerade aufgehoben.
I just picked it up.	Ich habe ihn gerade aufgehoben.
I just picked it up.	Ich habe sie gerade aufgehoben.
I just spoke to Tom.	Ich habe gerade mit Tom gesprochen.
I just want to help.	Ich will nur helfen.
I just want to read.	Ich will einfach nur lesen.
I just want to rest.	Ich will mich einfach nur ausruhen.
I just want to talk.	Ich will nur reden.
I kind of liked Tom.	Ich mochte Tom irgendwie.
I knew Tom was busy.	Ich wusste, dass Tom beschäftigt war.
I knew how Tom felt.	Ich wusste, wie Thomas sich fühlte.
I knew how Tom felt.	Ich wusste, wie sich Tom fühlte.
I knew how Tom felt.	Ich wusste, wie Tom zumute war.
I knew it was wrong.	Ich wusste, dass es falsch war.
I knew that already.	Ich wusste es schon.
I knew that already.	Das wusste ich schon.
I knew that was Tom.	Ich wusste, dass es Tom war.
I knew this already.	Ich wusste es schon.
I knew when to quit.	Ich wusste, wann ich Schluss machen musste.
I knew you'd be mad.	Ich wusste, dass du dich aufregen würdest!
I knew you'd get it.	Ich wusste, du würdest es bekommen.
I knew your brother.	Ich kannte deinen Bruder.
I knew your brother.	Ich kannte Ihren Bruder.
I knew your brother.	Ich kannte euren Bruder.
I know Tom has died.	Ich weiß, dass Tom gestorben ist.
I know Tom is a spy.	Ich weiß, dass Tom ein Spion ist.
I know Tom is happy.	Ich weiß, Tom ist glücklich.
I know Tom is tired.	Ich weiß, dass Tom müde ist.
I know Tom likes me.	Ich weiß, Tom mag mich.
I know Tom loves me.	Ich weiß, dass Tom mich liebt.
I know Tom's family.	Ich kenne Toms Familie.
I know Tom's father.	Ich kenne Toms Vater.
I know Tom's secret.	Ich kenne Toms Geheimnis.
I know Tom's sister.	Ich kenne Toms Schwester.
I know both of them.	Ich kenne sie beide.
I know how it feels.	Ich weiß, wie sich das anfühlt.
I know how it works.	Ich weiß, wie das funkioniert.
I know how to do it.	Ich weiß, wie man es macht.
I know it very well.	Ich kenne es sehr gut.
I know it's illegal.	Ich weiß, dass das illegal ist.
I know none of them.	Ich kenne keine von ihnen.
I know that I'm fat.	Ich weiß, dass ich dick bin.
I know that already.	Das weiß ich schon.
I know that already.	Das weiß ich bereits.
I know the Jacksons.	Ich kenne die Johannsens.
I know the solution.	Ich kenne die Lösung.
I know this is hard.	Ich weiß, dass das hier schwer ist.
I know what I think.	Ich weiß, was ich denke.
I know what I'd say.	Ich weiß, was ich sagen würde.
I know what I'll do.	Ich weiß, was ich machen werde.
I know what Tom saw.	Ich weiß, was Tom gesehen hat.
I know what love is.	Ich weiß, was Liebe ist.
I know what that is.	Ich weiß, was das ist.
I know what this is.	Ich weiß, was das ist.
I know what you did.	Ich weiß, was du getan hast.
I know what's right.	Ich weiß, was richtig ist.
I know what's wrong.	Ich weiß, was falsch ist.
I know when to quit.	Ich weiß, wann man aufhören muss.
I know where Tom is.	Ich weiß, wo Tom ist.
I know where she is.	Ich weiß, wo sie ist.
I know where we are.	Ich weiß, wo wir sind.
I know who they are.	Ich weiß, wer die sind.
I know you are rich.	Ich weiß, dass du reich bist.
I know you are rich.	Ich weiß, dass Sie reich sind.
I know you are rich.	Ich weiß, dass ihr reich seid.
I know you like Tom.	Ich weiß, dass du Tom magst.
I know you like Tom.	Ich kenne dich wie Tom
I know you love Tom.	Ich weiß, dass du Tom liebst.
I know you miss Tom.	Ich weiß, dass du Tom vermisst.
I know you're happy.	Ich weiß, dass du glücklich bist.
I know you're right.	Ich weiß, dass du recht hast.
I know you're right.	Ich weiß, dass Sie recht haben.
I know you're upset.	Ich weiß, dass du verärgert bist.
I know your brother.	Ich kenne deinen Bruder.
I learned my lesson.	Ich habe meine Lektion gelernt.
I leave that to you.	Das überlasse ich dir.
I let down the rope.	Ich ließ das Seil hinunter.
I like Boston a lot.	Ich mag Boston sehr.
I like Chinese food.	Ich mag chinesisches Essen.
I like French toast.	Ich mag French Toast.
I like Tom the best.	Tom mag ich am allermeisten.
I like being single.	Ich bin gern alleinstehend.
I like cheese pizza.	Ich mag Käsepizza.
I like dragon fruit.	Ich mag Drachenfrüchte.
I like his attitude.	Mir gefällt seine Einstellung.
I like it in Boston.	Es gefällt mir in Boston.
I like it very much.	Es gefällt mir sehr gut.
I like it very much.	Ich mag es wirklich sehr.
I like light colors.	Ich mag helle Farben.
I like love stories.	Ich mag Liebesgeschichten.
I like love stories.	Mir gefallen Liebesgeschichten.
I like movies a lot.	Ich mag Filme sehr.
I like paying taxes.	Ich zahle gern Steuern.
I like playing golf.	Ich spiele gerne Golf.
I like potato salad.	Ich mag Kartoffelsalat.
I like potato salad.	Ich esse gerne Kartoffelsalat.
I like strawberries.	Ich mag Erdbeeren.
I like taking walks.	Ich gehe gerne spazieren.
I like that sweater.	Ich mag den Pullover.
I like this sweater.	Ich mag seinen Pullover.
I like this weather.	Ich mag dieses Wetter.
I like to chop wood.	Ich hacke gerne Holz.
I like to come here.	Ich komme gerne hierher.
I like to play golf.	Ich spiele gerne Golf.
I like where I live.	Ich mag, wo ich lebe.
I like wild flowers.	Ich mag Wildblumen.
I like working here.	Ich arbeite gerne hier.
I like your article.	Mir gefällt dein Artikel.
I like your glasses.	Ihre Brille gefällt mir.
I like your website.	Ich mag deine Webseite.
I like your website.	Ich mag Ihre Webseite.
I like your website.	Ich mag eure Webseite.
I liked Tom's video.	Toms Video gefiel mir.
I liked your speech.	Dein Vortrag hat mir gefallen.
I liked your speech.	Ihr Vortrag hat mir gefallen.
I live in Australia.	Ich lebe in Australien.
I locked myself out.	Ich sperrte mich selbst aus.
I looked everywhere.	Ich habe überall nachgesehen.
I lost my composure.	Ich verlor die Beherrschung.
I lost sight of Tom.	Ich habe Tom aus den Augen verloren.
I love Chinese food.	Ich mag chinesisches Essen.
I love blackberries.	Ich mag Brombeeren.
I love both of them.	Ich habe sie beide lieb.
I love potato salad.	Ich mag Kartoffelsalat.
I love strawberries.	Ich liebe Erdbeeren.
I love that picture.	Ich liebe das Bild.
I love this company.	Ich liebe diese Firma.
I love this picture.	Ich liebe dieses Foto.
I love this picture.	Ich liebe dieses Photo.
I love this picture.	Ich liebe dieses Bild.
I love this sweater.	Ich liebe diesen Pulli.
I love to eat pizza.	Ich esse für mein Leben gern Pizza.
I love to play golf.	Ich liebe es, Golf zu spielen.
I love working here.	Ich arbeite sehr gerne hier.
I love you for that.	Ich liebe dich dafür.
I love your cooking.	Ich liebe deine Kochkunst.
I made Tom go there.	Ich habe Tom dorthin gehen lassen.
I made a suggestion.	Ich habe einen Vorschlag gemacht.
I made a wrong turn.	Ich bin falsch abgebogen.
I made that for Tom.	Ich habe das für Tom gemacht.
I made that for you.	Ich habe das für dich gemacht.
I made this for Tom.	Ich habe das für Tom gemacht.
I made this for you.	Ich habe das für dich gemacht.
I made three errors.	Ich habe drei Fehler gemacht.
I make €100 a day.	Ich verdiene 100 Euro pro Tag.
I managed to get in.	Es gelang mir hineinzukommen.
I managed to get in.	Ich schaffte es, hineinzukommen.
I may not have time.	Kann sein, dass ich keine Zeit habe.
I mean it this time.	Ich meine es diesmal ernst.
I meant to call you.	Ich wollte Sie anrufen.
I meant to call you.	Ich wollte euch anrufen.
I meant to call you.	Ich wollte dich anrufen.
I meant to tell you.	Ich wollte es Ihnen sagen.
I meant to tell you.	Ich wollte es euch sagen.
I meant you no harm.	Ich wollte dir nichts Böses.
I met Tom yesterday.	Ich habe Tom gestern getroffen.
I met her by chance.	Ich habe sie zufällig getroffen.
I met him at a club.	Ich habe ihn in einem Club getroffen.
I met him by chance.	Ich traf ihn zufällig.
I met him by chance.	Ich habe ihn zufällig getroffen.
I met him yesterday.	Ich habe ihn gestern getroffen.
I might have cancer.	Es kann sein, dass ich Krebs habe.
I might not like it.	Es kann sein, dass es mir nicht gefällt.
I miss Boston a lot.	Ich vermisse Boston sehr.
I miss Boston a lot.	Mir fehlt Boston sehr.
I miss Boston a lot.	Boston fehlt mir sehr.
I must be going now.	Ich muss jetzt gehen.
I must be on my way.	Ich muss jetzt gehen.
I must convince Tom.	Ich muss Tom überzeugen.
I must do something.	Ich muss etwas unternehmen.
I must get it fixed.	Ich muss es reparieren lassen.
I must get it fixed.	Ich muss sie reparieren lassen.
I must get it fixed.	Ich muss ihn reparieren lassen.
I must have lost it.	Ich muss es verloren haben.
I must learn French.	Ich muss Französisch lernen.
I must look a sight.	Ich muss furchtbar aussehen.
I must look a sight.	Ich muss lächerlich aussehen.
I must work tonight.	Ich muss heute Abend arbeiten.
I must've sat on it.	Ich muss wohl drauf gesessen sein.
I nearly got killed.	Heute wäre ich fast ums Leben gekommen.
I need a dictionary.	Ich brauche ein Wörterbuch.
I need a hot shower.	Ich brauche eine heiße Dusche.
I need a light coat.	Ich brauche einen leichten Mantel.
I need a new kidney.	Ich brauche eine neue Niere.
I need a painkiller.	Ich brauche ein Schmerzmittel.
I need a tissue now.	Ich brauche jetzt ein Tuch.
I need a tissue now.	Ich brauche jetzt ein Taschentuch.
I need a tissue now.	Ich brauche jetzt ein Papiertaschentuch.
I need an analgesic.	Ich brauche ein Schmerzmittel.
I need lots of time.	Ich brauche viel Zeit.
I need only one cat.	Ich brauche nur eine Katze.
I need some hangers.	Ich hätte gerne Kleiderbügel.
I need some support.	Ich brauche etwas Unterstützung.
I need the car keys.	Ich brauche die Autoschlüssel.
I need the password.	Ich brauche das Passwort.
I need the password.	Ich benötige das Kennwort.
I need to get a job.	Ich brauche einen Job.
I need to repay her.	Ich muss ihr Wiedergutmachung leisten.
I need to sleep now.	Ich muss jetzt schlafen.
I need you here now.	Ich brauche dich jetzt hier.
I needed Tom's help.	Wir brauchten Toms Hilfe.
I needed more money.	Ich brauchte noch Geld.
I needed more money.	Ich brauchte noch mehr Geld.
I needed to see Tom.	Ich musste Tom unbedingt sehen.
I never believed it.	Ich habe es nie geglaubt.
I never cut corners.	Ich schneide nie eine Kurve.
I never drink alone.	Ich trinke nie allein.
I never eat spinach.	Ich esse nie Spinat.
I never forgave Tom.	Ich habe Tom nie vergeben.
I never go anywhere.	Ich gehe nie irgendwo hin.
I never got married.	Ich habe nie geheiratet.
I never lied to you.	Ich habe dich nie angelogen.
I never lied to you.	Ich habe Sie nie belogen.
I never make my bed.	Ich mache nie mein Bett.
I never order pizza.	Ich bestelle mir nie Pizza.
I never pay in cash.	Ich zahle nie bar.
I never pay in cash.	Ich bezahle niemals mit Bargeld.
I never pick fights.	Ich fange nie Streitereien an.
I never played golf.	Ich habe nie Golf gespielt.
I never read in bed.	Ich lese nie im Bett.
I never told anyone.	Ich habe es nie jemandem gesagt.
I never trusted Tom.	Ich habe Tom nie vertraut.
I never wanted this.	Ich wollte das nie.
I no longer need it.	Ich brauche es nicht mehr.
I no longer need it.	Ich brauche ihn nicht mehr.
I no longer need it.	Ich brauche sie nicht mehr.
I noticed that, too.	Das habe ich auch bemerkt.
I noticed that, too.	Das fiel mir auch auf.
I obey instructions.	Ich befolge die Anweisungen.
I offered it to Tom.	Ich habe es Tom angeboten.
I often catch colds.	Ich bin öfters erkältet.
I often eat chicken.	Ich esse oft Huhn.
I often read in bed.	Ich lese oft im Bett.
I only just met Tom.	Ich habe Tom gerade erst getroffen.
I only just met Tom.	Ich habe Tom gerade erst kennengelernt.
I only met him once.	Ich habe ihn lediglich einmal getroffen.
I only need one cat.	Ich brauche nur eine Katze.
I only saw Tom once.	Ich habe Tom nur einmal gesehen.
I only saw him once.	Ich habe ihn nur einmal gesehen.
I only speak French.	Ich spreche nur Französisch.
I only wish to help.	Ich will nur helfen.
I only wish to help.	Es ist nur mein Wunsch zu helfen.
I opened the window.	Ich öffnete das Fenster.
I owe you 3,000 yen.	Ich schulde dir 3000 Yen.
I owe you something.	Ich bin dir etwas schuldig.
I painted the fence.	Ich habe den Zaun gestrichen.
I polished my shoes.	Ich habe mir die Schuhe geputzt.
I pretended to work.	Ich tat so, als ob ich arbeitete.
I pretended to work.	Ich gab vor zu arbeiten.
I promise I'll come.	Ich verspreche, dass ich kommen werde.
I purchased one bag.	Ich habe eine Tüte gekauft.
I put on my glasses.	Ich setzte mir die Brille auf.
I put on my glasses.	Ich setze mir die Brille auf.
I quickly ate lunch.	Ich beeilte mich, mein Mittagessen zu essen.
I ran away from Tom.	Ich rannte vor Tom davon.
I ran like the wind.	Ich rannte wie der Blitz.
